"id";"X";"Y";"ELEVATION";"NAME";"FNAME";"STATION_TYP";"geometry";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"U1JILO01";14.10183;50.76642;310;"Jílové";"Jílové";"MSS";"POINT (14.10183 50.76642)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1KATU01";13.32806;50.37667;322.4;"Tušimice";"Tušimice";"AMS1";"POINT (13.32806 50.37667)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U1KLIN01";13.55153;50.63875;807;"Klíny";"Klíny";"ASS";"POINT (13.55153 50.63875)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1KOPI01";13.62278;50.54417;240;"Kopisty";"Kopisty";"AMS1";"POINT (13.62278 50.54417)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U1KRIM01";13.31453;50.499;570;"Krimov";"Krimov";"MSS";"POINT (13.31453 50.499)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1LIBO01";14.04575;50.39983;165;"Libochovice";"Libochovice, Poplze";"ASS";"POINT (14.04575 50.39983)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1LUKO01";13.88453;50.52756;502;"Lukov";"Lukov";"MSS";"POINT (13.88453 50.52756)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1MAST01";13.2828;50.2608;373;"Maštov";"Maštov";"ASS";"POINT (13.2828 50.2608)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1MEDE01";13.13256;50.42936;828;"Medenec";"Medenec";"AKS1";"POINT (13.13256 50.42936)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U1MERU01";13.79031;50.47908;367;"Merunice";"Merunice, Žichov";"ASS";"POINT (13.79031 50.47908)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1MILE01";13.93083;50.555;830.5;"Milešovka";"Milešovka";"AMS";"POINT (13.93083 50.555)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U1MILS01";13.94231;50.53642;348;"Milešov";"Milešov";"ASS";"POINT (13.94231 50.53642)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1NOVE01";13.48561;50.59244;725;"Nová Ves v Horách";"Nová Ves v Horách";"AKS1";"POINT (13.48561 50.59244)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U1PAST01";13.38189;50.07036;470;"Velecín";"Velecín, Pastuchovice";"MSS";"POINT (13.38189 50.07036)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1PEKL01";13.937667;50.767361;631;"Petrovice";"Petrovice, Krásný Les";"ASS";"POINT (13.937667 50.767361)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1PERU01";13.9542;50.3386;350;"Peruc";"Peruc";"MSS";"POINT (13.9542 50.3386)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1ROUL01";14.25439;50.42622;175;"Roudnice nad Labem";"Roudnice nad Labem";"MSS";"POINT (14.25439 50.42622)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U1SMOL01";13.85617;50.30872;345;"Smolnice";"Smolnice";"AKS1";"POINT (13.85617 50.30872)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U1SNEZ01";14.08536;50.79683;569;"Snežník";"Snežník";"AKS2";"POINT (14.08536 50.79683)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"U1SNEZTT";14.10717;50.79367;716;"Snežník";"Snežník";"TOTAL";"POINT (14.10717 50.79367)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U1STRJ01";13.47694;50.17378;372;"Strojetice";"Strojetice";"AKS2";"POINT (13.47694 50.17378)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U1STRV01";14.255;50.36389;214;"Straškov-Vodochody";"Straškov-Vodochody";"ASS";"POINT (14.255 50.36389)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1TELN01";13.964611;50.725083;340;"Telnice";"Telnice, Varvažov";"MSS";"POINT (13.964611 50.725083)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1TEPL01";13.836344;50.645153;227;"Teplice";"Teplice";"AKS1";"POINT (13.836344 50.645153)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U1TISA01";14.02167;50.78694;556;"Tisá";"Tisá";"ASS";"POINT (14.02167 50.78694)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1ULKO01";14.04111;50.68333;375.39;"Ústí nad Labem";"Ústí nad Labem, Kockov";"AMS1";"POINT (14.04111 50.68333)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"U1ULMA01";14.05831;50.62556;150;"Ústí nad Labem";"Ústí nad Labem, Vanov";"AKS2";"POINT (14.05831 50.62556)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U1VECE01";13.58406;50.20283;329;"Velká Cernoc";"Velká Cernoc";"ASS";"POINT (13.58406 50.20283)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U1VYSL01";13.23853;50.46428;738;"Výsluní";"Výsluní";"MSS";"POINT (13.23853 50.46428)";"tmean";NA;NA;"humid";"prec";"snow";NA;"wind";NA
"U1ZATE01";13.54319;50.34147;210;"Žatec";"Žatec";"AKS1";"POINT (13.54319 50.34147)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"U2BEDR01";15.13708;50.81511;777;"Bedrichov";"Bedrichov";"AKS1";"POINT (15.13708 50.81511)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U2BENP01";14.31186;50.74422;250;"Benešov nad Ploucnicí";"Benešov nad Ploucnicí";"MSS";"POINT (14.31186 50.74422)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2CEKA01";14.42017;50.80283;319;"Ceská Kamenice";"Ceská Kamenice";"MSS";"POINT (14.42017 50.80283)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2CELI01";14.541141;50.675373;246;"Ceská Lípa";"Ceská Lípa";"AKS2";"POINT (14.541141 50.675373)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U2CHOT01";14.87175;50.83897;260;"Chotyne";"Chotyne";"ASS";"POINT (14.87175 50.83897)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2CHRI01";14.52456;50.85289;440;"Chribská";"Chribská, Horní Chribská";"MSS";"POINT (14.52456 50.85289)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2CHRV01";14.95861;50.81872;314;"Chrastava";"Chrastava";"ASS";"POINT (14.95861 50.81872)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2DECI01";14.20258;50.75097;172;"Decín";"Decín, Krešice";"AKS2";"POINT (14.20258 50.75097)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U2DECT01";14.20433;50.69783;150;"Decín";"Decín, Techlovice";"ASS";"POINT (14.20433 50.69783)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2DOKY01";14.66731;50.56811;284;"Doksy";"Doksy";"AKS1";"POINT (14.66731 50.56811)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U2DUBA01";14.555594;50.536399;258;"Dubá";"Dubá, Nedamov";"MSS";"POINT (14.555594 50.536399)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2FRYD01";15.09015;50.91785;337;"Frýdlant";"Frýdlant";"AKS";"POINT (15.09015 50.91785)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U2HEJN01";15.18317;50.88456;396;"Hejnice";"Hejnice";"AKS2";"POINT (15.18317 50.88456)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U2JANI01";15.17922;50.72931;495;"Jablonec nad Nisou";"Jablonec nad Nisou";"ASS";"POINT (15.17922 50.72931)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"U2JAPO01";14.77375;50.77206;320;"Jablonné v Podještedí";"Jablonné v Podještedí";"AKS2";"POINT (14.77375 50.77206)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"U2KRIN01";14.907056;50.738722;395;"Križany";"Križany";"ASS";"POINT (14.907056 50.738722)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2LIBC01";15.02389;50.76972;397.72;"Liberec";"Liberec";"AMS1";"POINT (15.02389 50.76972)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"U2LITM01";14.119889;50.532111;172.5;"Litomerice";"Litomerice";"MSS";"POINT (14.119889 50.532111)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2LOBE01";14.31347;51.01965;350;"Lobendava";"Lobendava";"MSS";"POINT (14.31347 51.01965)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2MARE01";14.676;50.80967;395;"Marenice";"Marenice";"ASS";"POINT (14.676 50.80967)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2MFOJ01";15.05856;50.82725;395;"Mníšek";"Mníšek, Fojtka";"MSS";"POINT (15.05856 50.82725)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2MIMO01";14.72494;50.65975;278;"Mimon";"Mimon";"ASS";"POINT (14.72494 50.65975)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2NBOR01";14.55719;50.75;358;"Nový Bor";"Nový Bor";"ASS";"POINT (14.55719 50.75)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2NMES01";15.23381;50.92358;473;"Nové Mesto pod Smrkem";"Nové Mesto pod Smrkem";"ASS";"POINT (15.23381 50.92358)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"U2PRED01";15.01814;50.96594;248;"Višnová";"Višnová";"ASS";"POINT (15.01814 50.96594)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2RUMB01";14.57086;50.95156;390;"Rumburk";"Rumburk";"MSS";"POINT (14.57086 50.95156)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2SLUK01";14.45525;51.002722;352;"Šluknov";"Šluknov";"ASS";"POINT (14.45525 51.002722)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2SMED01";15.27318;50.84452;834;"Bílý Potok";"Bílý Potok, Smedava";"AKS4";"POINT (15.27318 50.84452)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U2STRR01";14.80739;50.70361;310;"Stráž pod Ralskem";"Stráž pod Ralskem";"AKS1";"POINT (14.80739 50.70361)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U2USHA01";14.30925;50.59617;280;"Úštek";"Úštek, Habrina";"MSS";"POINT (14.30925 50.59617)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2VARN01";14.60222;50.90556;367;"Varnsdorf";"Varnsdorf";"AKS1";"POINT (14.60222 50.90556)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"U2VERN01";14.30492;50.65789;507;"Vernerice";"Vernerice";"ASS";"POINT (14.30492 50.65789)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2VYSO01";14.537361;50.411611;300;"Vysoká";"Vysoká";"MSS";"POINT (14.537361 50.411611)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2ZAHR01";14.51467;50.61428;270;"Zahrádky";"Zahrádky";"ASS";"POINT (14.51467 50.61428)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U2ZAND01";14.403417;50.708083;275;"Žandov";"Žandov, Horní Police";"ASS";"POINT (14.403417 50.708083)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"U4BPCN01";15.152029;50.840168;820;"Bedrichov";"Bedrichov, Prameny Cerné Nisy";"ASS";"POINT (15.152029 50.840168)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U4BPPC01";15.234862;50.853964;984;"Bílý Potok";"Bílý Potok, Pavlova cesta";"ASS";"POINT (15.234862 50.853964)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U4BPSM01";15.273405;50.845078;826;"Bílý Potok";"Bílý Potok, Smedava";"ASS";"POINT (15.273405 50.845078)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U4BPUJ01";15.292606;50.857536;916;"Bílý Potok";"Bílý Potok, U Jerábu";"ASS";"POINT (15.292606 50.857536)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U4BTOM01";15.149511;50.834362;810;"Bedrichov";"Bedrichov, Tomšovka";"ASS";"POINT (15.149511 50.834362)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U4BUHL01";15.147065;50.824187;780;"Bedrichov";"Bedrichov, Uhlírská";"ASS";"POINT (15.147065 50.824187)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U4HKNA01";15.243308;50.830763;990;"Hejnice";"Hejnice, Knajpa";"ASS";"POINT (15.243308 50.830763)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U4SMHO01";15.252335;50.844961;1006;"Hejnice";"Hejnice, Smedavská hora";"ASS";"POINT (15.252335 50.844961)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"U4ZAKO01";13.354974;50.549858;828;"Zákoutí";"Zákoutí";"ASNS";"POINT (13.354974 50.549858)";NA;NA;NA;NA;NA;NA;NA;NA;NA
